reviewId,providerId,name,type,region,city,reviewCategory,batchKey,claimField,claimValue,claimRiskLevel,claimConfidence,claimScore,claimDecision,sourceType,sourceOwnerType,sourceUrls,auditRules,claimReason,requiredHumanAction,reviewPriority
claim:3bd18552df8c12370cb0e214,wellington-womens-health-collective,Wellington Women's Health Collective,counsellor,Wellington,Wellington,sensitive tag or scope evidence,sensitive tag or scope evidence|review|high|tags|provider_owned|weak-rainbow-evidence,tags,lgbtqia,high,medium,0.7,review,provider_owned,provider_owned,https://www.wwhc.org.nz/,sensitive tag or scope evidence; review; weak-rainbow-evidence,"field is linked to audit rule(s): weak-rainbow-evidence, weak-rainbow-evidence",Open the source and resolve the audit finding or leave the field unknown.,high
claim:57cae45773db65d66fcd6351,wellington-womens-health-collective,Wellington Women's Health Collective,counsellor,Wellington,Wellington,sensitive tag or scope evidence,sensitive tag or scope evidence|review|high|tags|provider_owned|broad-tag-without-source-support,tags,depression,high,medium,0.7,review,provider_owned,provider_owned,https://www.wwhc.org.nz/,sensitive tag or scope evidence; review; broad-tag-without-source-support,"field is linked to audit rule(s): broad-tag-without-source-support, broad-tag-without-source-support",Open the source and resolve the audit finding or leave the field unknown.,high
claim:e61a5a485abace1581a05100,wellington-womens-health-collective,Wellington Women's Health Collective,counsellor,Wellington,Wellington,sensitive tag or scope evidence,sensitive tag or scope evidence|review|high|tags|provider_owned|broad-tag-without-source-support,tags,anxiety,high,medium,0.7,review,provider_owned,provider_owned,https://www.wwhc.org.nz/,sensitive tag or scope evidence; review; broad-tag-without-source-support,"field is linked to audit rule(s): broad-tag-without-source-support, broad-tag-without-source-support",Open the source and resolve the audit finding or leave the field unknown.,high
claim:03ed294bad31c137eb1d8f41,otago-wellsouth-toku-oranga,WellSouth Toku Oranga Access and Choice,public-service,Otago,Otago,sensitive tag or scope evidence,sensitive tag or scope evidence|review|high|tags|provider_owned|weak-telehealth-evidence,tags,telehealth,high,medium,0.7,review,provider_owned,provider_owned,https://wellsouth.nz/your-health/mental-health-and-wellbeing/toku-oranga-access-and-choice,sensitive tag or scope evidence; review; weak-telehealth-evidence,"field is linked to audit rule(s): weak-telehealth-evidence, weak-telehealth-evidence",Open the source and resolve the audit finding or leave the field unknown.,high
claim:5e561be6a7f6bee32e0ebf41,southland-wellsouth-toku-oranga,WellSouth Toku Oranga Southland,public-service,Southland,Southland,sensitive tag or scope evidence,sensitive tag or scope evidence|review|high|tags|provider_owned|weak-telehealth-evidence,tags,telehealth,high,medium,0.7,review,provider_owned,provider_owned,https://wellsouth.nz/your-health/mental-health-and-wellbeing/toku-oranga-access-and-choice,sensitive tag or scope evidence; review; weak-telehealth-evidence,"field is linked to audit rule(s): weak-telehealth-evidence, weak-telehealth-evidence",Open the source and resolve the audit finding or leave the field unknown.,high
claim:4c524db7aeaac426cda63228,tairawhiti-whaiora-sv-specialist-services,Whaiora SV Specialist Services,counsellor,Tairawhiti,Gisborne,sensitive tag or scope evidence,sensitive tag or scope evidence|review|high|tags|provider_owned|broad-tag-without-source-support,tags,trauma,high,medium,0.7,review,provider_owned,provider_owned,https://www.whaiora.maori.nz/contact-us/,sensitive tag or scope evidence; review; broad-tag-without-source-support,"field is linked to audit rule(s): broad-tag-without-source-support, broad-tag-without-source-support",Open the source and resolve the audit finding or leave the field unknown.,high
claim:0d78dd6703a3c81340279416,hawkes-bay-whakiao-taurima-counselling,Whakiao Taurima Counselling,counsellor,Hawke's Bay,Hawke's Bay,sensitive tag or scope evidence,sensitive tag or scope evidence|review|high|tags|provider_owned|weak-maori-evidence,tags,maori,high,medium,0.7,review,provider_owned,provider_owned,https://wtcounselling.com/2025/04/23/whakiao-taurima-counselling-limited/,sensitive tag or scope evidence; review; weak-maori-evidence,"field is linked to audit rule(s): weak-maori-evidence, weak-maori-evidence",Open the source and resolve the audit finding or leave the field unknown.,high
claim:d2cd47eab235ab96c28e1d41,hawkes-bay-whakiao-taurima-counselling,Whakiao Taurima Counselling,counsellor,Hawke's Bay,Hawke's Bay,sensitive tag or scope evidence,sensitive tag or scope evidence|review|high|tags|provider_owned|weak-maori-evidence,tags,kaupapa-maori,high,medium,0.7,review,provider_owned,provider_owned,https://wtcounselling.com/2025/04/23/whakiao-taurima-counselling-limited/,sensitive tag or scope evidence; review; weak-maori-evidence,"field is linked to audit rule(s): weak-maori-evidence, weak-maori-evidence",Open the source and resolve the audit finding or leave the field unknown.,high
claim:c2da5fbabde621353e4421df,hawkes-bay-whakiao-taurima-counselling,Whakiao Taurima Counselling,counsellor,Hawke's Bay,Hawke's Bay,sensitive tag or scope evidence,sensitive tag or scope evidence|review|high|tags|provider_owned|weak-maori-evidence,tags,whanau,high,medium,0.7,review,provider_owned,provider_owned,https://wtcounselling.com/2025/04/23/whakiao-taurima-counselling-limited/,sensitive tag or scope evidence; review; weak-maori-evidence,"field is linked to audit rule(s): weak-maori-evidence, weak-maori-evidence",Open the source and resolve the audit finding or leave the field unknown.,high
claim:c8ef22ff1ce47bc954b7a203,national-family-services-directory,Family Services Directory / 211 Helpline,directory,National,Aotearoa New Zealand,directory/direct-contact confusion,directory/direct-contact confusion|review|medium|firstStep|provider_owned|directory-treated-direct,firstStep,"Call and ask for mental health, counselling, family, housing, or financial support near you.",medium,medium,0.68,review,provider_owned,official,https://www.justice.govt.nz/family/family-court/help/general-help-and-services-for-you-and-your-whanau/organisations-to-help-you/; https://www.familyservices.govt.nz/directory/,directory/direct-contact confusion; review; directory-treated-direct,"field is linked to audit rule(s): directory-treated-direct, directory-treated-direct",Open the source and resolve the audit finding or leave the field unknown.,high
claim:4560fc2fbea8ceb27e661281,west-coast-pact-peer-support,Pact West Coast Peer Support,public-service,West Coast,"Westport, Hokitika, and Greymouth",sensitive tag or scope evidence,sensitive tag or scope evidence|review|medium|phoneSupport|provider_owned|weak-telehealth-evidence,phoneSupport,true,medium,medium,0.68,review,provider_owned,provider_owned,https://pactgroup.co.nz/consumer-advisors-and-peer-support/,sensitive tag or scope evidence; review; weak-telehealth-evidence,"field is linked to audit rule(s): weak-telehealth-evidence, weak-telehealth-evidence",Open the source and resolve the audit finding or leave the field unknown.,high
claim:a4cec4fb10b6658357b772de,christchurch-psychmed-steve-humm,Steve Humm,psychologist,Canterbury,Christchurch,sensitive tag or scope evidence,sensitive tag or scope evidence|review|medium|fit|provider_owned|broad-tag-without-source-support,fit,"Christchurch PsychMed clinical psychologist. Steve Humm works predominantly from an ACT framework and specialises in mood, anxiety, PTSD, life changes, grief and loss, stress, and burnout.",medium,medium,0.68,review,provider_owned,provider_owned,https://www.christchurchpsychmed.co.nz/about,sensitive tag or scope evidence; review; broad-tag-without-source-support,field is linked to audit rule(s): broad-tag-without-source-support,Open the source and resolve the audit finding or leave the field unknown.,high
claim:3efdf8bab588703ced8277dc,wellington-vincents-art-workshop,Vincents Art Workshop,public-service,Wellington,Wellington,sensitive tag or scope evidence,sensitive tag or scope evidence|review|medium|phoneSupport|provider_owned|weak-telehealth-evidence,phoneSupport,true,medium,medium,0.68,review,provider_owned,provider_owned,https://vincents.co.nz/contact%20us; https://vincents.co.nz/home,sensitive tag or scope evidence; review; weak-telehealth-evidence,"field is linked to audit rule(s): weak-telehealth-evidence, weak-telehealth-evidence",Open the source and resolve the audit finding or leave the field unknown.,high
claim:f27564c18640a5a44294b673,canterbury-addiction-central-service,Christchurch Central Service,addiction,Canterbury,Christchurch,location or distance evidence,location or distance evidence|review|low|phone|ngo_directory|conflict-phone,phone,033384437,low,medium,0.67,review,ngo_directory,official,https://www.healthnz.govt.nz/health-professionals/guidance-standards/topic/mental-health-and-addiction/canterbury,location or distance evidence; review; conflict-phone,field is linked to audit rule(s): conflict-phone,Open the source and resolve the audit finding or leave the field unknown.,high
claim:7bbee9f2faf3950f6128fd77,bay-of-plenty-adult-community-mental-health,Adult Community Mental Health Service | Bay of Plenty,public-service,Bay of Plenty,Tauranga and Whakatane,sensitive tag or scope evidence,sensitive tag or scope evidence|review|high|onlineAvailable|healthpoint|weak-telehealth-evidence,onlineAvailable,false,high,medium,0.63,review,healthpoint,professional_directory,https://www.healthpoint.co.nz/public/psychiatry/adult-community-mental-health-service-bay/,sensitive tag or scope evidence; review; weak-telehealth-evidence,"field is linked to audit rule(s): weak-telehealth-evidence, weak-telehealth-evidence",Open the source and resolve the audit finding or leave the field unknown.,high
claim:13a4da3bdf480c6c841554da,southland-southern-adult-community-mental-health,Adult Community Mental Health Services | Southern Southland,public-service,Southland,"Invercargill, Gore, and Wakatipu",sensitive tag or scope evidence,sensitive tag or scope evidence|review|high|onlineAvailable|healthpoint|weak-telehealth-evidence,onlineAvailable,false,high,medium,0.63,review,healthpoint,professional_directory,https://www.healthpoint.co.nz/public/psychiatry/adult-community-mental-health-services-southern/at/southland-hospital-invercargill/,sensitive tag or scope evidence; review; weak-telehealth-evidence,"field is linked to audit rule(s): weak-telehealth-evidence, weak-telehealth-evidence",Open the source and resolve the audit finding or leave the field unknown.,high
claim:1f3703fcff0f74a087f7ddce,west-coast-adult-community-mental-health,Adult Community Mental Health Services | West Coast,public-service,West Coast,"Greymouth, Hokitika, and Westport",sensitive tag or scope evidence,sensitive tag or scope evidence|review|high|onlineAvailable|healthpoint|weak-telehealth-evidence,onlineAvailable,false,high,medium,0.63,review,healthpoint,professional_directory,https://www.healthpoint.co.nz/mental-health-addictions/mental-health/adult-community-mental-health-services-west/at/te-nikau-grey-hospital/,sensitive tag or scope evidence; review; weak-telehealth-evidence,"field is linked to audit rule(s): weak-telehealth-evidence, weak-telehealth-evidence",Open the source and resolve the audit finding or leave the field unknown.,high
claim:b7cc8d617479a20a58263227,west-coast-camhs,Child and Adolescent Mental Health Services | West Coast,youth,West Coast,Greymouth and wider West Coast,sensitive tag or scope evidence,sensitive tag or scope evidence|review|high|onlineAvailable|healthpoint|weak-telehealth-evidence,onlineAvailable,false,high,medium,0.63,review,healthpoint,professional_directory,https://www.healthpoint.co.nz/mental-health-addictions/mental-health/child-and-adolescent-mental-health-services-1/,sensitive tag or scope evidence; review; weak-telehealth-evidence,"field is linked to audit rule(s): weak-telehealth-evidence, weak-telehealth-evidence",Open the source and resolve the audit finding or leave the field unknown.,high
claim:f41f10ada944a95f09a94047,south-canterbury-community-mental-health,Community Mental Health | South Canterbury,public-service,South Canterbury,Timaru,sensitive tag or scope evidence,sensitive tag or scope evidence|review|high|onlineAvailable|healthpoint|weak-telehealth-evidence,onlineAvailable,false,high,medium,0.63,review,healthpoint,professional_directory,https://www.healthpoint.co.nz/mental-health-addictions/mental-health/community-mental-health-south-canterbury/,sensitive tag or scope evidence; review; weak-telehealth-evidence,"field is linked to audit rule(s): weak-telehealth-evidence, weak-telehealth-evidence",Open the source and resolve the audit finding or leave the field unknown.,high
claim:e325bd280de5a8ae1bc4fdb5,hawkes-bay-community-mental-health-addiction,Hawke's Bay Community Mental Health and Addiction Services,public-service,Hawke's Bay,"Napier, Hastings, Central Hawke's Bay, and Wairoa",sensitive tag or scope evidence,sensitive tag or scope evidence|review|high|onlineAvailable|healthpoint|weak-telehealth-evidence,onlineAvailable,false,high,medium,0.63,review,healthpoint,professional_directory,https://www.healthpoint.co.nz/mental-health-addictions/mental-health/community-mental-health-and-addiction-services/at/76-wellesley-road-napier-south-napier-1/,sensitive tag or scope evidence; review; weak-telehealth-evidence,"field is linked to audit rule(s): weak-telehealth-evidence, weak-telehealth-evidence",Open the source and resolve the audit finding or leave the field unknown.,high
claim:4b0fae2385e12a5a9b9f9972,tairawhiti-icamhs-te-whare-o-te-rito,ICAMHS Te Whare o te Rito,youth,Tairawhiti,Gisborne,sensitive tag or scope evidence,sensitive tag or scope evidence|review|high|onlineAvailable|healthpoint|weak-telehealth-evidence,onlineAvailable,false,high,medium,0.63,review,healthpoint,professional_directory,https://www.healthpoint.co.nz/mental-health-addictions/mental-health/infant-child-and-adolescent-mental-health-2/at/gisborne-hospital/,sensitive tag or scope evidence; review; weak-telehealth-evidence,"field is linked to audit rule(s): weak-telehealth-evidence, weak-telehealth-evidence",Open the source and resolve the audit finding or leave the field unknown.,high
claim:b59809c4123a2885851aeb89,rotorua-lakes-icamhs,"Infant, Child and Adolescent Mental Health Service | Lakes",youth,Rotorua and Taupo,Rotorua and Taupo,sensitive tag or scope evidence,sensitive tag or scope evidence|review|high|onlineAvailable|healthpoint|weak-telehealth-evidence,onlineAvailable,false,high,medium,0.63,review,healthpoint,professional_directory,https://www.healthpoint.co.nz/public/psychiatry/infant-child-and-adolescent-mental-health/at/childrens-health-hub-1127-haupapa-street/,sensitive tag or scope evidence; review; weak-telehealth-evidence,"field is linked to audit rule(s): weak-telehealth-evidence, weak-telehealth-evidence",Open the source and resolve the audit finding or leave the field unknown.,high
claim:e343bd5fbefd4e44306b6182,south-canterbury-mental-health-older-people,Mental Health of Older People | South Canterbury,public-service,South Canterbury,Timaru,sensitive tag or scope evidence,sensitive tag or scope evidence|review|high|onlineAvailable|healthpoint|weak-telehealth-evidence,onlineAvailable,false,high,medium,0.63,review,healthpoint,professional_directory,https://www.healthpoint.co.nz/mental-health-addictions/mental-health/mental-health-of-older-people-south-canterbury/,sensitive tag or scope evidence; review; weak-telehealth-evidence,"field is linked to audit rule(s): weak-telehealth-evidence, weak-telehealth-evidence",Open the source and resolve the audit finding or leave the field unknown.,high
claim:8f976c2ed1f8da6a89d310e4,taranaki-mhsop,Mental Health Services for Older People | Taranaki,public-service,Taranaki,New Plymouth and Hawera,sensitive tag or scope evidence,sensitive tag or scope evidence|review|high|onlineAvailable|healthpoint|weak-telehealth-evidence,onlineAvailable,false,high,medium,0.63,review,healthpoint,professional_directory,https://www.healthpoint.co.nz/mental-health-addictions/mental-health/mental-health-services-for-older-people-mhsop-1/,sensitive tag or scope evidence; review; weak-telehealth-evidence,"field is linked to audit rule(s): weak-telehealth-evidence, weak-telehealth-evidence",Open the source and resolve the audit finding or leave the field unknown.,high
claim:36d3c7b15e4436f755195528,tairawhiti-older-persons-mental-health-services,Older Persons Mental Health Services | Tairawhiti,public-service,Tairawhiti,Gisborne,sensitive tag or scope evidence,sensitive tag or scope evidence|review|high|onlineAvailable|healthpoint|weak-telehealth-evidence,onlineAvailable,false,high,medium,0.63,review,healthpoint,professional_directory,https://www.healthpoint.co.nz/mental-health-addictions/mental-health/older-persons-mental-health-services-tairawhiti/at/gisborne-hospital/,sensitive tag or scope evidence; review; weak-telehealth-evidence,"field is linked to audit rule(s): weak-telehealth-evidence, weak-telehealth-evidence",Open the source and resolve the audit finding or leave the field unknown.,high
claim:13ca3ad45b3a1a6e30c06b94,manawatu-palmerston-north-community-mental-health,Palmerston North Community Mental Health,public-service,Manawatu-Whanganui,Palmerston North,sensitive tag or scope evidence,sensitive tag or scope evidence|review|high|onlineAvailable|healthpoint|weak-telehealth-evidence,onlineAvailable,false,high,medium,0.63,review,healthpoint,professional_directory,https://www.healthpoint.co.nz/mental-health-addictions/mental-health/palmerston-north-community-mental-health/at/palmerston-north-hospital-50-ruahine-street/,sensitive tag or scope evidence; review; weak-telehealth-evidence,"field is linked to audit rule(s): weak-telehealth-evidence, weak-telehealth-evidence",Open the source and resolve the audit finding or leave the field unknown.,high
claim:0a80470f9edda2adac71a764,rotorua-healthnz-te-ngako-adult-mhas,Te Ngako Rotorua Adult Mental Health and Addictions Service,public-service,Rotorua and Taupo,"Rotorua, Taupo, Turangi, and Mangakino",sensitive tag or scope evidence,sensitive tag or scope evidence|review|medium|phoneSupport|ngo_directory|weak-telehealth-evidence,phoneSupport,true,medium,medium,0.63,review,ngo_directory,official,https://www.healthnz.govt.nz/hospitals-services/hospitals/rotorua-taupo-lakes/mental-health-addiction/adult-mhas-rotorua,sensitive tag or scope evidence; review; weak-telehealth-evidence,"field is linked to audit rule(s): weak-telehealth-evidence, weak-telehealth-evidence",Open the source and resolve the audit finding or leave the field unknown.,high
claim:8736f393ee0464ba0073f1d9,tairawhiti-te-whare-oranga,Te Whare Oranga Adult Community Mental Health & Addiction Services,public-service,Tairawhiti,Gisborne,sensitive tag or scope evidence,sensitive tag or scope evidence|review|high|onlineAvailable|healthpoint|weak-telehealth-evidence,onlineAvailable,false,high,medium,0.63,review,healthpoint,professional_directory,https://www.healthpoint.co.nz/mental-health-addictions/mental-health/adult-community-mental-health-addiction-services-1/at/79-lowe-street-gisborne/,sensitive tag or scope evidence; review; weak-telehealth-evidence,"field is linked to audit rule(s): weak-telehealth-evidence, weak-telehealth-evidence",Open the source and resolve the audit finding or leave the field unknown.,high
claim:550d055a1be462b9979b2c3d,waikato-healthnz-mental-health-triage,Waikato Mental Health Triage Service,public-service,Waikato,Hamilton and Waikato,sensitive tag or scope evidence,sensitive tag or scope evidence|review|high|onlineAvailable|healthpoint|weak-telehealth-evidence,onlineAvailable,false,high,medium,0.63,review,healthpoint,professional_directory,https://www.healthpoint.co.nz/mental-health-addictions/mental-health/triage-service-waikato/,sensitive tag or scope evidence; review; weak-telehealth-evidence,"field is linked to audit rule(s): weak-telehealth-evidence, weak-telehealth-evidence",Open the source and resolve the audit finding or leave the field unknown.,high
claim:a7f74ae6df5ff8becd5e495f,wairarapa-mhaids-camhs,Wairarapa CAMHS | MHAIDS,youth,Wairarapa,Masterton,sensitive tag or scope evidence,sensitive tag or scope evidence|review|high|onlineAvailable|healthpoint|weak-telehealth-evidence,onlineAvailable,false,high,medium,0.63,review,healthpoint,professional_directory,https://www.healthpoint.co.nz/mental-health-addictions/mental-health/child-and-adolescent-mental-health-services/at/49-51-lincoln-road-masterton/,sensitive tag or scope evidence; review; weak-telehealth-evidence,"field is linked to audit rule(s): weak-telehealth-evidence, weak-telehealth-evidence",Open the source and resolve the audit finding or leave the field unknown.,high
claim:81f6fab6f6ae782f5eb6f5f1,wairarapa-mhaids-community-mental-health,Wairarapa Community Mental Health Team | MHAIDS,public-service,Wairarapa,Masterton,sensitive tag or scope evidence,sensitive tag or scope evidence|review|medium|phoneSupport|ngo_directory|weak-telehealth-evidence,phoneSupport,true,medium,medium,0.63,review,ngo_directory,official,https://info.health.nz/locations/wellington-hutt-and-kapiti/mental-health-services/community-mental-health-teams,sensitive tag or scope evidence; review; weak-telehealth-evidence,"field is linked to audit rule(s): weak-telehealth-evidence, weak-telehealth-evidence",Open the source and resolve the audit finding or leave the field unknown.,high
claim:00811f030973265861027436,national-family-services-directory,Family Services Directory / 211 Helpline,directory,National,Aotearoa New Zealand,directory/direct-contact confusion,directory/direct-contact confusion|review|high|type|provider_owned|directory-treated-direct,type,directory,high,medium,0.6,review,provider_owned,official,https://www.justice.govt.nz/family/family-court/help/general-help-and-services-for-you-and-your-whanau/organisations-to-help-you/; https://www.familyservices.govt.nz/directory/,directory/direct-contact confusion; review; directory-treated-direct,"field is linked to audit rule(s): directory-treated-direct, directory-treated-direct",Open the source and resolve the audit finding or leave the field unknown.,high
claim:77c53406916a9a8f0a97e0db,west-coast-pact-peer-support,Pact West Coast Peer Support,public-service,West Coast,"Westport, Hokitika, and Greymouth",sensitive tag or scope evidence,sensitive tag or scope evidence|review|high|onlineAvailable|provider_owned|weak-telehealth-evidence,onlineAvailable,false,high,medium,0.6,review,provider_owned,provider_owned,https://pactgroup.co.nz/consumer-advisors-and-peer-support/,sensitive tag or scope evidence; review; weak-telehealth-evidence,"field is linked to audit rule(s): weak-telehealth-evidence, weak-telehealth-evidence",Open the source and resolve the audit finding or leave the field unknown.,high
claim:4f2032126cd46b76f60beacb,wellington-vincents-art-workshop,Vincents Art Workshop,public-service,Wellington,Wellington,sensitive tag or scope evidence,sensitive tag or scope evidence|review|high|onlineAvailable|provider_owned|weak-telehealth-evidence,onlineAvailable,false,high,medium,0.6,review,provider_owned,provider_owned,https://vincents.co.nz/contact%20us; https://vincents.co.nz/home,sensitive tag or scope evidence; review; weak-telehealth-evidence,"field is linked to audit rule(s): weak-telehealth-evidence, weak-telehealth-evidence",Open the source and resolve the audit finding or leave the field unknown.,high
claim:9626b798938421efa12efadb,northland-healthnz-adult-community-mha,Te Tai Tokerau Adult Community Mental Health & Addiction Service,public-service,Northland,"Whangarei, Kaipara, Far North, Mid North, and Bay of Islands",sensitive tag or scope evidence,sensitive tag or scope evidence|review|medium|phoneSupport|healthpoint|weak-telehealth-evidence,phoneSupport,true,medium,medium,0.58,review,healthpoint,professional_directory,https://www.healthpoint.co.nz/public/psychiatry/mental-health-addictions-adult-community/,sensitive tag or scope evidence; review; weak-telehealth-evidence,"field is linked to audit rule(s): weak-telehealth-evidence, weak-telehealth-evidence",Open the source and resolve the audit finding or leave the field unknown.,high
claim:cba4fd4f529eb51cec06b3bf,canterbury-mherc,Mental Health Education and Resource Centre,directory,Canterbury,Christchurch,directory/direct-contact confusion,directory/direct-contact confusion|review|low|phone|healthpoint|directory-treated-direct,phone,033655344,low,medium,0.57,review,healthpoint,professional_directory,https://www.healthpoint.co.nz/mental-health-addictions/mental-health/mental-health-education-and-resource-centre/; https://mherc.org.nz/contact,directory/direct-contact confusion; review; directory-treated-direct,"field is linked to audit rule(s): directory-treated-direct, directory-treated-direct",Open the source and resolve the audit finding or leave the field unknown.,high
claim:ca3f7a040ed067178fa86cb1,canterbury-mherc,Mental Health Education and Resource Centre,directory,Canterbury,Christchurch,directory/direct-contact confusion,"directory/direct-contact confusion|review|high|tags|healthpoint|high-risk claim affects safety, suitability, availability, referral, or sensitiv",tags,directory,high,medium,0.55,review,healthpoint,professional_directory,https://www.healthpoint.co.nz/mental-health-addictions/mental-health/mental-health-education-and-resource-centre/; https://mherc.org.nz/contact,directory/direct-contact confusion; review,"high-risk claim affects safety, suitability, availability, referral, or sensitive matching",Human review required before this claim changes public recommendations.,high
claim:59de3011efac62db9f20be5b,canterbury-mherc,Mental Health Education and Resource Centre,directory,Canterbury,Christchurch,directory/direct-contact confusion,"directory/direct-contact confusion|review|high|tags|healthpoint|high-risk claim affects safety, suitability, availability, referral, or sensitiv",tags,fit,high,medium,0.55,review,healthpoint,professional_directory,https://www.healthpoint.co.nz/mental-health-addictions/mental-health/mental-health-education-and-resource-centre/; https://mherc.org.nz/contact,directory/direct-contact confusion; review,"high-risk claim affects safety, suitability, availability, referral, or sensitive matching",Human review required before this claim changes public recommendations.,high
claim:e00e07fd088934fee6d21486,canterbury-mherc,Mental Health Education and Resource Centre,directory,Canterbury,Christchurch,directory/direct-contact confusion,"directory/direct-contact confusion|review|high|tags|healthpoint|high-risk claim affects safety, suitability, availability, referral, or sensitiv",tags,cost,high,medium,0.55,review,healthpoint,professional_directory,https://www.healthpoint.co.nz/mental-health-addictions/mental-health/mental-health-education-and-resource-centre/; https://mherc.org.nz/contact,directory/direct-contact confusion; review,"high-risk claim affects safety, suitability, availability, referral, or sensitive matching",Human review required before this claim changes public recommendations.,high
claim:e1ce2b93859fec978f404961,canterbury-mherc,Mental Health Education and Resource Centre,directory,Canterbury,Christchurch,directory/direct-contact confusion,"directory/direct-contact confusion|review|high|tags|healthpoint|high-risk claim affects safety, suitability, availability, referral, or sensitiv",tags,depression,high,medium,0.55,review,healthpoint,professional_directory,https://www.healthpoint.co.nz/mental-health-addictions/mental-health/mental-health-education-and-resource-centre/; https://mherc.org.nz/contact,directory/direct-contact confusion; review,"high-risk claim affects safety, suitability, availability, referral, or sensitive matching",Human review required before this claim changes public recommendations.,high
claim:a85054979b5b4e8e77c2438c,canterbury-mherc,Mental Health Education and Resource Centre,directory,Canterbury,Christchurch,directory/direct-contact confusion,"directory/direct-contact confusion|review|high|tags|healthpoint|high-risk claim affects safety, suitability, availability, referral, or sensitiv",tags,anxiety,high,medium,0.55,review,healthpoint,professional_directory,https://www.healthpoint.co.nz/mental-health-addictions/mental-health/mental-health-education-and-resource-centre/; https://mherc.org.nz/contact,directory/direct-contact confusion; review,"high-risk claim affects safety, suitability, availability, referral, or sensitive matching",Human review required before this claim changes public recommendations.,high
claim:010e8183c7c40488db7bd001,canterbury-addiction-central-service,Christchurch Central Service,addiction,Canterbury,Christchurch,location or distance evidence,location or distance evidence|review|high|type|ngo_directory|conflict-type,type,addiction,high,medium,0.55,review,ngo_directory,official,https://www.healthnz.govt.nz/health-professionals/guidance-standards/topic/mental-health-and-addiction/canterbury,location or distance evidence; review; conflict-type,field is linked to audit rule(s): conflict-type,Open the source and resolve the audit finding or leave the field unknown.,high
claim:3225a29c3a1402c89ce4154f,south-canterbury-aod-service,Alcohol & Other Drugs (A&OD) South Canterbury,addiction,South Canterbury,Timaru,sensitive tag or scope evidence,sensitive tag or scope evidence|review|high|tags|healthpoint|weak-telehealth-evidence,tags,telehealth,high,medium,0.55,review,healthpoint,professional_directory,https://www.healthpoint.co.nz/mental-health-addictions/addiction/alcohol-other-drugs-aod-south-canterbury/,sensitive tag or scope evidence; review; weak-telehealth-evidence,"field is linked to audit rule(s): weak-telehealth-evidence, weak-telehealth-evidence",Open the source and resolve the audit finding or leave the field unknown.,high
claim:048e0aae0c974444e0bca63d,southland-loss-and-grief-centre,Loss and Grief Centre Southland,counsellor,Southland,Invercargill,sensitive tag or scope evidence,sensitive tag or scope evidence|review|high|tags|healthpoint|broad-tag-without-source-support,tags,depression,high,medium,0.55,review,healthpoint,professional_directory,https://www.healthpoint.co.nz/mental-health-addictions/mental-health/loss-and-grief-centre/at/17-the-crescent-invercargill/; https://www.lossandgriefcentre.com/,sensitive tag or scope evidence; review; broad-tag-without-source-support,"field is linked to audit rule(s): broad-tag-without-source-support, broad-tag-without-source-support",Open the source and resolve the audit finding or leave the field unknown.,high
claim:767a541adf75c01f2f0ae0cd,southland-loss-and-grief-centre,Loss and Grief Centre Southland,counsellor,Southland,Invercargill,sensitive tag or scope evidence,sensitive tag or scope evidence|review|high|tags|healthpoint|broad-tag-without-source-support,tags,anxiety,high,medium,0.55,review,healthpoint,professional_directory,https://www.healthpoint.co.nz/mental-health-addictions/mental-health/loss-and-grief-centre/at/17-the-crescent-invercargill/; https://www.lossandgriefcentre.com/,sensitive tag or scope evidence; review; broad-tag-without-source-support,"field is linked to audit rule(s): broad-tag-without-source-support, broad-tag-without-source-support",Open the source and resolve the audit finding or leave the field unknown.,high
claim:5be6909a62f1704c7c34d158,nelson-marlborough-tasman-nelson-bays-primary-health,Nelson Bays Primary Health - Mental Health and Addictions,public-service,Nelson Marlborough Tasman,Richmond / Nelson Tasman,sensitive tag or scope evidence,sensitive tag or scope evidence|review|high|tags|healthpoint|weak-telehealth-evidence,tags,telehealth,high,medium,0.55,review,healthpoint,professional_directory,https://www.healthpoint.co.nz/mental-health-addictions/mental-health/nelson-bays-primary-health-mental-health/,sensitive tag or scope evidence; review; weak-telehealth-evidence,"field is linked to audit rule(s): weak-telehealth-evidence, weak-telehealth-evidence",Open the source and resolve the audit finding or leave the field unknown.,high
claim:aec676e9def8193a0a7cc936,wellington-taeaomanino-trust,Taeaomanino Trust,counsellor,Wellington,Porirua,sensitive tag or scope evidence,sensitive tag or scope evidence|review|high|tags|healthpoint|broad-tag-without-source-support,tags,depression,high,medium,0.55,review,healthpoint,professional_directory,https://healthpoint.co.nz/community-health-and-social-services/community-health/taeaomanino-trust/,sensitive tag or scope evidence; review; broad-tag-without-source-support,"field is linked to audit rule(s): broad-tag-without-source-support, broad-tag-without-source-support",Open the source and resolve the audit finding or leave the field unknown.,high
claim:b865b302a6808119af52304a,wellington-taeaomanino-trust,Taeaomanino Trust,counsellor,Wellington,Porirua,sensitive tag or scope evidence,sensitive tag or scope evidence|review|high|tags|healthpoint|broad-tag-without-source-support,tags,anxiety,high,medium,0.55,review,healthpoint,professional_directory,https://healthpoint.co.nz/community-health-and-social-services/community-health/taeaomanino-trust/,sensitive tag or scope evidence; review; broad-tag-without-source-support,"field is linked to audit rule(s): broad-tag-without-source-support, broad-tag-without-source-support",Open the source and resolve the audit finding or leave the field unknown.,high
